,Data,Explainer,# Epochs,Full Runtime,Average Runtime,# Edges
0,Cora,Beta,50,6.351113796234131,0.12702227592468263,50
1,Cora,GNN,50,3.594882011413574,0.07189764022827148,50
2,Cora,Beta,50,8.597402572631836,0.17194805145263672,100
3,Cora,GNN,50,5.769660949707031,0.11539321899414062,100
4,Cora,Beta,50,10.618600606918335,0.2123720121383667,150
5,Cora,GNN,50,7.58407998085022,0.1516815996170044,150
6,Cora,Beta,50,11.641297817230225,0.23282595634460448,200
7,Cora,GNN,50,6.460395812988281,0.12920791625976563,200
8,Cora,Beta,50,10.275207996368408,0.20550415992736817,250
9,Cora,GNN,50,4.956626892089844,0.09913253784179688,250
10,Cora,Beta,50,10.901590824127197,0.21803181648254394,300
11,Cora,GNN,50,7.116796970367432,0.14233593940734862,300
12,Cora,Beta,50,15.011974811553955,0.3002394962310791,350
13,Cora,GNN,50,3.6004788875579834,0.07200957775115967,350
14,Cora,Beta,50,9.91962742805481,0.1983925485610962,400
15,Cora,GNN,50,8.063714981079102,0.16127429962158202,400
16,Cora,Beta,50,8.433050870895386,0.1686610174179077,450
17,Cora,GNN,50,4.4375035762786865,0.08875007152557374,450
18,Cora,Beta,50,11.750273704528809,0.23500547409057618,500
19,Cora,GNN,50,8.0979163646698,0.161958327293396,500
20,Cora,Beta,50,10.715283393859863,0.21430566787719726,550
21,Cora,GNN,50,3.958322048187256,0.07916644096374512,550
22,Cora,Beta,50,9.605360984802246,0.1921072196960449,600
23,Cora,GNN,50,4.816191673278809,0.09632383346557617,600
24,Cora,Beta,50,15.134527206420898,0.30269054412841795,650
25,Cora,GNN,50,5.935021162033081,0.11870042324066161,650
26,Cora,Beta,50,14.993809938430786,0.2998761987686157,700
27,Cora,GNN,50,5.33718729019165,0.106743745803833,700
28,Cora,Beta,50,16.72432541847229,0.3344865083694458,750
29,Cora,GNN,50,5.810716390609741,0.11621432781219482,750
